,CleanRide_review,ride_rating,sentiment
1060,uber accepted prebooking a.m. pick airport quote base price plus tax e mail stating surge pricing effect sent driver arrived already street time cancel book limo got result fare augmented complained reduced still fighting fair settlement today took cab,1,0
1061,worst experience contacting uber customer care left sunglass called within minute dropping however failed connect driver immediately later sends email saying didnot find anything ridiculous highly unethical,1,0
1062,fairness n't play fair yes fairness important many u id sketchy car safety check n't pay tax fee taxi,1,0
1063,car repair shop needed ride home work used uber app driver within minute professional name joke said would use service great experience,5,1
1064,recommend business anyone company fraudulent withdrew without permission checking account kid bill n't use uber app service use card online often never happened rate company big fat zero,1,0
1065,order uber pick family find every time phone higher charge phone charge around pool ride phone every time higher charge usually dollar something higher sometimes even,1,0
1066,couple year back family went trip washington state went one water park loaded motor home went trip ended total bust weather water park trying find accommodation u motor home another vehicle uber came several time time uber people great le saved trip,4,1
1067,occasion use uber first time washington d.c. last fall service convenient dependable economical easy use service friendly time driver courteous good experience,4,1
1068,son daughter recently went concert barclays center brooklyn new york convenience son ordered uber quoted fare .. charged .. concert requested another uber return home new jersey quoted cost would .. left car final cost ride suppose ..,1,0
1069,uber suddenly blocked account without giving justification even customer care giving proper reason requested reason ca n't even give ethical block without reason,1,0
1070,uber app installed phone uber driver easy schedule payment made online never need worry cash wait typically minute 'm able see car route along make license plate number sent friend text anything ever happen fare le traditional cab car clean well maintained love uber,5,1
1071,new user tried book future pickup thought realized dispatched driver immediately discovered cancelled charged fee disputed poor app information phone number discus customer relation never use company,1,0
1072,uber driver cancelled trip without consulting waiting driver pick waiting received email trip cancelled charged r. struggled get hold solve problem everything online managed submit complaint online took two hour come back mr ** told must check reverse money back account true reverse amount would 've charged trip cancellation fee sent mr ** email told reimbursed cancellation fee replied attitude bold driver must get paid cancelled trip time attitude `` want u matter resolved like leave keep quiet ``,1,0
1073,uber 's customer support via email beyond word horrible worthless support group ever seen people n't read case subsequent reply bizarre repeat previous c rep reply never support rep even case accountability structure 's quite unbelievable level bad least writer dispute credit card charge driver uber cheat money get away victim,1,0
1074,uber came home faster pick driver courteous wait minute without charge driver use precaution respect speed limit good education known lot world history compare total price save like regular taxi expensive recommend uber peace mind,5,1
1075,noticed googled uber giving free ride new customer downloaded app attempted add payment method 'm disabled therefore receive money prepaid government debit card card issued bank america government united state uber allow form payment allow use paypal account attached said debit card find extremely prejudicial towards disabled sect many u drive even afford car making ride sharing necessity 've spoken uber driver find map app incorrect quite often getting lost making late also find politics company deplorable,1,0
1076,four trip distance four different fare uber charged fare showed phone tried lot contact resolve problem end said 's day solve problem phone number contact upset charged credit card never use service shame uber,1,0
1077,use uber daily commute back forth work driver reliable n't deal cash transaction anymore last time used `` cab `` driver ripped thank god uber,5,1
1078,loyal user uber always go-to mean getting point a-b today 've officially withdrawn deleted app here two night ago 've ordered cab girlfriend get home huge argument around time a.m. keep mind phone died time destination manhattan brooklyn next day told dissatisfied pool customer gave attitude told girlfriend `` shut `` talking driver named raja tremendously upset begin caused get car block later took train super easy going people discovered driver raja never ended trip time dropped off- block later fully taken advantaged circumstance drove empty passenge car destination brooklyn fully realize late rated star got chance report argument n't talk day later first drunk reached uber refused refund amount although money issue dishonest driver going lyft regret decision also notified uber told detail illiterate worker reviewing complaint even respond problem confusing want refund fare amount wrong regret say uber hire lousy driver take advantage customer looked transaction profile already spend quite lot cab there reason go beyond unless truth,1,0
1079,several instance recently go order uber tell 's minute confirm order 's minute tech glitch also driver ca n't speak english must tell go despite map app phone available incompetent driver failing technology ingredient good user experience notified failing uber curtly reply work hard provide best user experience really 's best,1,0
1080,general uber great app easy use convenient becomes great app `` surge price `` feature ride cost ridiculous amount agree charge 's high demand limit like often time could x much make regular customer like resentful,4,1
1081,'ve used uber many time ca md app could bit user friendly though exception one driver friendly driven carefully one time issue billing customer service handled problem immediately satisfaction would definitely recommend uber,5,1
1082,uber done great job provide u alternative transportation people n't want use bus taxi provides security privacy customer,5,1
1083,jacked payment arrangement willing accept garbage apple android gift card pay wo n't accept prepaid card american express discover mind add money use lyft offer great discount flexible customer friendly truly want business,1,0
1084,used uber nyc recently first experience service almost driver three day prompt courteous treated u respect n't envy guy job certainly appreciated,4,1
1085,convenient inexpensive used friend make trip town celebrate birthday awesome fast service going returning,5,1
1086,earlier year attempted apply driver due poor knowledge lack direct communication provided uber unable complete hiring process company readily available personnel assist require immediate assistance simply direct text attend upcoming uber meeting city question also collect maintain personal driving record personal identifiable information document individual unable meet requirement information purged system kept file,2,0
1087,wonder thoroughly company 's background check prospective driver really concern come report news driver mental otherwise criminal behavior,3,0
1088,used uber first time attend wedding reception portland loved ease using awesome people picked u professional clean friendly,5,1
1089,'m pleased uber may project charge one credit card tried refuse remove probably removed later bye-bye credit card company also one driver ran wife broke back three place,3,0
1090,started using uber past year la vega nevada hotel staff member helped u download app use driver dependable prompt courteous car much cleaner cab rate much lower sorry hear scandal recently besieged company hoping ceo 's decision take leave absence help company reform improve name unfortunately uber allowed operate area otherwise husband would use often,5,1
1091,booked uber xl hotel san francisco international airport a.m. pickup quoted fare hotel offered take u per person opted take uber personal service efficiency excellent driver vehicle arrived airport discovered uber charged worst part uber make easy book trip make difficult contact regarding issue,1,0
1092,uber driver 've dealt always professional safe driver pleasure deal car always clean mostly newer model well-maintained part driver get short period time however occasionally might get driver suddenly realizes n't want take call suddenly see map 's going different direction could frustrating 're waiting pick luckily rarely happened overall uber good,5,1
1093,uber arrived pick within minute called clean comfortable vehicle good music courteous driver safe driving habit rush hour area familiar driver willing divert gps direction go way told would avoid traffic one driver little le accommodating dropped luggage carry across street destination,4,1
1094,uber convenient always time within five minute stated time always knew far away would recommend service anyone need lift,5,1
1095,husband signed uber online schedule pick time get car pm office location bryantstreet arrived minute scheduled time.people since exhausted thought closed pm probably wouldnt long 's pm time write review waiting longest every time asked question regarding car one seems know 's going one worker said 's already clock could n't help asked speak manager unprofessional literally got pissed one customer claim `` 's u favor `` could n't help let know unprofessional order ... continued even got mad also shouting native language n't come,1,0
1096,used uber time twice cancelled order charged cancellation fee time uber cancelled customer service pocket money ever steal,1,0
1097,left stranded rural framingham dark way return hotel colleague disabled must use cane evening would memorable many reason sorry say probably remain memorable uber 's action problem started driver showed hotel hotel sheraton framingham early saturday evening september dinner reservation evening framingham-area historic inn u eagerly looking forward visiting,1,0
1098,arrived lax hour ahead schedule due change plan pickup n't available daughter suggested try uber comparing fare going home black shiny suburban picked u le minute van interior clean driver pleasant talk drove u home safely pleasant experience dirty taxi smelly cab driver,5,1
1099,using uber pleasant surprise love fact available short notice price much affordable taxi cab using prior uber fare payment via credit card great offer deliver good service felt safe everything already system need pull anything also tried uber driver several month ... fun one incident caused concern calling uber confirming ride pm close price surge time switched several different driver confirmation caused -minute wait night finally called cab,4,1
1100,live small town time one available pick uber great large metropolitan area driver polite punctual noticed ride would state different amount however dropped price increased customer service number understand even driver n't main number contact uber corporate serious issue every company human speak concern,4,1
1101,always admitted 's loyalty business supported uber past getting job done better cab company sense still efficient dying breed cab industry however continue rideshare business look napster music industry look napster uber gone hill whole rating thing gotten hand time driver respectful treating way want treated despite liking tipping still n't like rating 's pointless give driver bad rating legitimately rated poorly anything le driver `` wrong `` passenger get bullied giving perfect score tipping service industry support uber tipping n't tip enough worse time driver rate poorly personally n't care drive like rating impact getting ride problem is.some example dealt driver montreal n't speak english best could communicate french rating go phoenix driver soliciting private driver business could n't use thing recently seattle one driver depressing talking friend n't know seattle well end using gps using international data yet get bad review scared give lady yet alone worse gained example.i supported uber coming calgary edmonton even booted temporarily live near vancouver supporting coming well 'm starting change mind.my point 'm considering going option including awkward hailing cab regardless ride sharing continue grow question uber part eventually exist like napster another company started trend fyi make hard contact complaint unless say accident,1,0
1102,used uber time driver got lost causing miss bus costing extra fare time ok believe way overpriced sorry fan,3,0
1103,used uber couple medical appointment driver prompt friendly could happier car spotless lot floor space ride smooth car nice 's important back issue highly recommend uber anyone everyone,5,1
1104,service convenient phone call came location driver always time courteous helpful fee usually le commercial cab fare vehicle clean efficient,4,1
1105,'s really great thing incentive discount ride build lot ride give reference business safe great concept,4,1
1106,non-profit organization financially assisting senior transportation choice use uber via -hour care home health friend outreach pay app fee charge ride vetted senior non-profit via city irvine certain senior n't access phone connect apps also n't meet criterion use transportation mode support financially using service trial basis -week contract far good,4,1
1107,quick efficient service clean car polite staff set standard local cab service aspire half price,5,1
1108,son booked uber take station catch train airport got driver started going one mile hour drove load little side road going round circle completely wrong direction wasting good minute told train flight catch suddenly said looking customer shared ride rang son said definitely n't shared tell driver get move refused asked could change unshared charge extra said asked call superior said nobody call explained missed one train hour 'd miss flight n't another one seven day effectively 'd lose whole holiday shrugged carried one mile hour nothing could even 'd got car 'd taken quiet road chance finding another cab morning eventually much screaming part gave looking sharer made station two minute spare try run numerous platform step two piece heavy luggage never forget experience never ever use,1,0
1109,sure reach uber unique question example airport pickup gated community pickup car seat issue etc . opt use instance,5,1
1110,ann arbor uber driver polite helpful chicago driver come car speak unless spoke except ask also driver especially courteous helpful first encounter using uber,4,1
1111,use uber go pittsburgh daughter want go shopping n't want walk life stanton height store shop-n-save butler st lawrenceville feel safe taking uber,5,1
1112,driver accept never show happened time 've riding uber week uber made late work say 're coming never show wo n't cancel ride end company charge card ride 's n't show cancellation fee,1,0
1113,used uber great experience great concept getting around without great expense thought making extra money driver rule personal safety overall good business,5,1
1114,waited several driver unfamiliar neighborhood describe location adequately driver finally showed hearing impaired difficulty making understood make airport time esp flight delayed drove quite fast taking shortcut made little concerned safety,4,1
1115,always prompt knowledgeable courteous professional ideal town plan use often,5,1
1116,child girl need go school early morning request uber taxi cleverly went destination pick family ** call `` `` reply `` front building `` said put wrong address put driver say nothing coming trying call back automate machine say call account phone number driver charge nothing well baby late school decide request another car map said minute well thought maybe car make driver ** cancel literately front building right way business treat customer late one school college good job uber,1,0
1117,uber much better urban area car local know route burn le gas need park give u explanation town joy,5,1
1118,used uber many time good experience time like convenience automatic payment driver great well,4,1
1119,driver prompt friendly found driver rate passenger alert driver potentially aggressive rider passenger rate driver becomes company knowledge,5,1
1120,used uber stay la vega nevada good experience taken directly destination arrived right time uber driver friendly lady really enjoyed laughing talking trip,4,1
1121,used uber orlando nyc use current technology help obtain ground transportation fast exception rainstorm nyc challenge obtaining transportation,4,1
1122,first experience uber taken seattle airport vehicle really clean driver courteous safe driver professional,5,1
1123,n't like uber uber used personal driving tool type driver one use personal source transportation help public another public transportation would help satisfy need public sound like lot conflicting area going work progress kinda get back,2,0
1124,uber lgb airport june .- instead .. took long way got lost freeway backtrack,4,1
1125,originally wonderful le expensive convenient alternative cab become awkward expensive popularity grown,4,1
1126,warning uber scam customer service driver drunk drug addict sexual harassment,1,0
1127,terrible experience uber pool ordered first time yesterday route 've taken many time uberx phone older uber app allow see fare requesting uber pool ride however 'd taken ride many time uberx cost never figured since uber pool claim cheaper uberx 's shared ride fine boy wrong ordered pool waited estimated time n't see car received phone call either finally noticed car half block past standing went car told get already cancelled charged cancellation fee,1,0
1128,absolutely love uber convenient quick part safe use uber every day 've issue n't traumatic point n't know would without uber rely go everywhere case needing go event 's going packed parking horrible uber no-brainer drop close event n't worry paying high price parking spot overall happy uber,4,1
1129,'ve always found uber reliable professional nationwide go-to choice transportation travel business pleasure,5,1
1130,pro really easy use fast arrival time car con background check doubtful sometimes car description accurate,4,1
1131,driver personable made feel safe good come across patriot rather grunt groan one usually encounter car service driver,5,1
1132,driver professional polite easy talk understand also nicely dressed along helpful point interest might like plus took good care vehicle kept clean glad try uber needed,5,1
1133,n't want drive san francisco parking hotel used uber time found response time fast driver courteous careful obey law knew higher price rush time surprised higher reasonable charge one time rode pm use uber trip unfamiliar city,4,1
1134,first ca n't talk anyone uber phone support finally found online support team asked getting charged monthly fee never opened account know continued charge even told stop instead monthly bill got higher asked prove billing sending screen snapshot last four credit card believe prove happening asked give first number credit card company either incompetent corrupt never use service,1,0
1135,new driver hour online trying contact uber literally impossible sent delivery message lasted approx second disappeared went first call unable slide commence ride slide virtually destination unable contact uber explain anything total waste,1,0
1136,uber great service place n't privilege bus even taxi ride 's great citizen need get doctor appointment uber also provided lot people job,5,1
1137,used uber first time washington dc area several month ago son life showed use app within minute ride arrived safely back location waiting public transit would hour transport time driver professional nice,5,1
1138,hear uber friend used say thing company ease getting service hour day price better taxi,4,1
1139,enjoy cheap cost feel saddened negative impact taxi driver far better qualification drive people around many uber driver know area drive safe driver often obeying basic driving rule,4,1
1140,l.a. friend uber account software phone put-in request used uber twice maybe three time l.a ... fairly short ride went well driver friendly car driving newish clean,5,1
1141,solo traveler best cheapest safest way go saving v cab tremendous used uber philadelphia parking garage dinner cruise outdoor festival even midnight pick go uber stay safe,5,1
1142,ordered uber today appt doc first told walk two block meet driver convenience waited around minute kept tracking driver car showed thoroughly checking entire block found across street quickly ran informed ride cancelled 'll order car assigned another driver one five minute away driver canceled five minute ordered another one never showed ended walking mile appt never use uber absolutely reliability customer service try lyft future,1,0
1143,guest u total ordered uber xl advertised seat people pulled order choice uber x uber xl knowing would people driver ordered uber xl car arrived small suv passenger vehicle driver told u `` squeeze `` emailed uber numerous time issue luck getting anything automated response saying issue resolved order uber xl larger group get uber xl requested refund price difference success necessarily principle also illegal drive people `` squeezed `` back seat embarrassing town guest witness verify size vehicle,1,0
1144,used service week vacation downtown chicago driver always available service quite prompt driver vehicle clean concerned safety good driving practice even pickup drop usa woman 's soccer game soldier field accomplished satisfaction even though area crowded spectator price reasonable satisfied service,5,1
1145,used uber service going family get together driver time polite good everyday conversation child,4,1
1146,like uber app let know car proximity location driver car driving arrive pick love tip get car driver already know want go get soon arrive immediately get opportunity rate driver service great,5,1
1147,error billing causing believe account hacked cancelled card asked cc company reverse charge several month ago date get response uber confirm much actually owe account frozen,2,0
1148,first time used uber great second time got lost trying find public high school gave texted cancel n't even call try work anything send another driver wo n't using,3,0
1149,use uber occasion car needed repair used app really convenient use show car local area close location show driver approximately soon arrive found driver polite good driver use needed,5,1
1150,uber great transportation medical appointment call center always prompt courteous driver 've past caring loyal customer pleasant caring compassionate humorous well thing ever bothered extensive wait time pickup appointment uber put driver opinion personally seen stress anxiety driver,4,1
1151,real frequent user every experience close time good driver nice conversation initiate safe destination problem end ride,5,1
1152,'s economic convenient service like convenience app able track driver 've never situation felt unsafe threatening,5,1
1153,started using uber vacation arizona couple year ago took airport shocked easy love money exchange hand little leery providing credit card info signed 've never problem 've used uber many time since different place ... like chicago 's much cheaper cab plus driver usually friendly like tell different place visit 're tourist recently trip san francisco used uber whole time something new learned uber pool driver pick number people different stop drop everyone pre-determined destination per trip sharing ride others cool,5,1
1154,two representative uber westfield mall escondido yesterday one ** one ** ** man staring woman 's behind walked offensive see let ** man know said `` thank `` would take care man come think like alone female passenger,1,0
1155,uber began reputable alternative livery service however changed rate quoted one amount billed higher driver miserable actually hit female customer uber 's customer service literally non-existent exception booking car online service best horrible,3,0
1156,uber great long traveling someone age 're single mom baby zero car offer baby seat expected lug seat horrible trying go shopping something ca n't exactly lug around giant car seat single mom need option also n't many woman driver seen one,5,1
1157,rate reasonable pickup time pretty prompt however sometimes come early charge wait time time wait car usually clean comfortable driver always chatty depends preference like talk concentrating gps etc one driver n't stop stop sign must thought sign said roll,5,1
1158,uber suck big time simply laugh complaint care making money expense driver rider uber put business permanently,1,0
1159,charged rand received receipt reflect amount subsequently charged additional rand additional receipt support adjustment checked uber app show consolidated charge rand conveniently state receipt unavailable customer service helpful yet provide documentation support adjusted fare uber progressively gotten worse year last straw need understand longer low-cost option improve customer service,1,0
1160,driver different thing car driver care extra thing always happy service,5,1
1161,'ve used uber many time past would never use uber many time billed ride driver literally drove right 'd call another ride automatically billed miss pickup insanity procedure get back literally stolen time-consuming simply n't worth bother already unsatisfactory opinion uber horribleness today june th ... 'd say try catch lyft someone else,2,0
1162,granddaughter ordered uber santa monica beach pier three driver cancelled charged third one stating driver waited minute pickup point long ever contacted driver evidently left charged cancellation fee followed rule uber shown shadowy company get go customer lyft disputed bbb response uber making aware,1,0
1163,n't problem uber ride uber religiously work every morning purchase uber gift card app 's website always purchase new one old run continuous fund sept th started major problem ride uber evening new job mile currently gift card file sept change took uber work evening got ready request ride home stated outstanding balance cent ride work evening thought 's right gift card last purchased night outside job trying figure mistake,1,0
1164,suddenly became ill work usually take bus home ill got phone saw many uber vehicle already circling block work vehicle arrived promptly could even come elevator driver woman previous healthcare worker assured could relax worry got sick could take care talk customer service kind immediately felt better,5,1
1165,uber vehicle clean old uncomfortable although tip required offered accepted overly pleased ride,4,1
1166,started using uber four month ago first two ride went perfectly able state located well two location wanted go however third time wanted use uber longer able put two location one n't realize point realized driver driving primary location driver amazing enough drive second location thanks paid dollar wallet,1,0
1167,uber convenient reasonable used often disappointed time driver took longer route house rated driver low uber contacted right away modified trip charge,5,1
1168,first time used uber sf several time fantastic nyc great still good took longer nyc friendly,5,1
1169,uber great used india singapore got great rate u special deal wish make much competitive mass transit,4,1
1170,uber scam pyramid scheme always find new ingenious way rip driver rider even employee hope crash burn,1,0
1171,recently took uber ft lauderdale airport miami international airport told cost going however received paypal invoice stated charged made upset seemed like price gouge 'm noticing uber probably better catching regular taxi since used uber probably wo n't use,2,0
1172,wife died state away sunday thanksgiving needed get home nj awful newark airport driver came `` disguised `` uber driver would take needed go uber driver begin driver put luggage car pulled away ewr asked heard said `` sorry get `` never available suburbia late night early,3,0
1173,terrible experience uber service today rider roger chrysler lhv accepted ride request never showed ignored call text message app showed sitting near shopping plaza mile away instead picking minute heat cell phone died take taxi terrible service uber charged money driver 's failure,1,0
1174,uber driver used ok. one creepy two lady nice one thing common slow drive way speed limit felt like never going get destination,3,0
1175,used uber world always prompt convenient well cheaper standard taxi driver always polite also friendly reservation many aspect so-called gig economy feel little guilty use service uber fault service received customer,5,1
1176,first issue charge ... wrong nasty uber 's cust service felt ripped said sleep voila ... first thing morning correct amount adjusted bank le thought way go uber stand corrected recommend service friend colleague use service need rideâ¦ plus taught patience old pushy dog lol great job contacting guy soon thank,5,1
1177,'ve taken uber half dozen time one pleasant experience unpleasant experience went beyond pale however probably could contacted uber ride 'm sure arrangement would made care problem customer service always stellar told uber lifesaver occasion n't want drive,4,1
1178,used uber passenger part-time driver get outstanding rating comment passenger would like see driver get also really care passenger transporting,5,1
1179,first time using service found quite convenient app easy use able download order car quickly car arrived said would able track location car arrived cool paying advance also convenient since meant knew cost ride beforehand price n't change slow traffic anything else,4,1
1180,part uber convenient fast need way tip driver road rage much exception still way better vetting taxi,4,1
1181,one old small worn uber vehicle hour trip airport ft collins denver airport driver friendly drove safely,3,0
1182,used uber boston driver excellent knew way around peak driving time work used uber time always got destination time,5,1
1183,used uber many time time exceedingly pleased driver prompt courteous professional highly recommend uber,5,1
1184,great rider get quick service poor pay driver due flooded market concern given fact hire many driver enough rider make trip worth time fuel,3,0
1185,experience uber entirely dependent driver one driver took excellent care another driver almost left mile destination industrial park hotel threatened call police,3,0
1186,please please use lyft cab service uber awful driver verbally abuse morning asked uber full refund gave credit basically said n't think situation warrant full refund clearly company support abusive driver customer never using service,1,0
1187,picked workplace // around pm cab tn ce trip started account driver account updated navigation kept directing driver pick point finally taking full circle wasting time called customer service executive directed cancel ongoing trip ask book another assuring cab assigned driver cancelled booked assigned ride min away driver asked get street amidst downpour refused get away pick point raining demanded talk customer service driver called office refused let speak customer service executive told tell charged trip get never seen behavior life moment undertake responsibility trip taking responsibility time safety good service delivery return take payment u waste time compromise safety put u discomfort finally say 'ok wo n't charge time look like uber better bunch scoundrel work ethic standard,1,0
1188,worst customer service 've ever encountered every response copy/paste canned response ... n't even read actual complain/comment/request send issue time multiple response back ... 's email back forth get something simple cancelation ride waived app froze could n't cancel time 's ridiculous glad sr. leader company resigned fired hopefully change culture doubt customer service rep nasty as offshore peep n't care anything `` ticket resolution `` number,1,0
1189,needed uber moving mexico city work created account put debit card credit card paypal account uber said card invalid could connect paypal checked bank make sure accepted validation amount sent uber uber never contacted either bank verify card speaking uber refused address issue merely told add payment method far paypal problem ignored,1,0
1190,hi day trying change phone number existing uber account avail also lost day discount coupon account access live person done automated response address inquiry shame started well unjustified cancellation fee technological issue lack customer support much,1,0
1191,left phone uber could log account uber need multi factor authentication meaning sending code lost phone *facepalm* else would need log uber account another device ... tracked phone location politely asked phone back refused though driver picked also `` happened `` another uber driver,1,0
1192,wanted write let uber amazing driver day soon got car handed bowl delicious treat thought sweet handed bottle water may big deal however actually made day polite helpful generous around awesome please please let driver jasur nazarou know awesome deserves sort praise uber driver take note guy driver need like wondeeful experience stephanie angelini angelinistephanie ***** yahoo.com,5,1
1193,purchased uber gift card thru phone app used debit card problem email address changed phone number son get monies paid wait fund reappear uber merge email account week still nothing live support link email dead end phone .. third party verify app ecard purchase left many message call back ... nothing,1,0
1194,recently started driving uber know everything exactly supposed hiccup point probably saying got ripped many time first n't believe happened often badly claim happened time maybe instead bit ing stop using drive need extra money problem may may caused app company driver professional one issue rider app yet depend money support family take seriously please least n't give driver bad rating fare high wait long get fast least good driver bad review driver app company rate fault cause u deactivated like extra money earn depend fun thing family rant,5,1
1195,car went wrong address filthy charged x estimate never crap crap crap crap,1,0
1196,request pickup several time since driver waiting midnight price surge cancelling pickup getting charged cancellation next day driver said could n't find although next driver issue charged cancellation fee unprofessional driver hung giving specific direction trying make easier find visiting la staying santa monica experience somewhat soured trip,1,0
1197,'ve spent total hour day trying install uber phone type phone number asks password seems pretty simple type password 'm told 's incorrect password know true try carefully still get incorrect password message type email address associated password told 's correct email address try reset password fall infinite loop n't give response,1,0
1198,uber paying extra money lite area rip time glendale area card game tonites owes plus taking trying keep college kid happy dont care driver ride short dallorsfars taking away wait till get ride keep money themsevles want make nothing dont uber thris company need shut getting like reg cab company care money avg ride phoenix area please use someone else peak time,1,0
1199,continually amazed skill expertise road kind courteous knew every possible avenue travel prop uber fine selection,5,1
1200,never understand driver self driving uber car tempe arizona drugged tested know would test positive could uber put risk people life risk also open self huge lawsuit,1,0
1201,prepaid uber app ensure problem traveling // attempted prearrange pickup following day class essential upgrade professional license unable schedule pick received message `` request failed please enter new payment method `` contacted uber help assured trouble prearranged service problem following morning,1,0
1202,recently took uber checking trip next day see charged cleaning fee driver 's name michael picked delray beach florida dropped boca raton florida ride cost .. asked uber uber help advised charged cleaning fee received picture vomit seat floor something absolutely asked community manager area call received response picture submitted feel violated feel nothing dispute charge bank,1,0
1203,requested uberx told 'd arrived `` ** willie `` ... made way outside find gone checked app see 'd canceled find `` way `` could still home emailed uber situation harsh ** asked detail responded providing screenshots hour waiting hearing nothing told would n't issuing refund based trip detail `` look like trip took place `` ... smh wtf even offered provide picture asked contact driver picked avail thoroughly disgusted uber,1,0
1204,unable retrieve phone left uber car day nonstop attempt surely one left phone leaving party surely one greatly depends phone customer service,1,0
1205,'m driver drove several time past weekend /-/ several ride surge customer even told ride surge said done uber n't want pay correct pay first time happened 'm tired fighting giving money owe warned decide driver uber short pay continue get scripted reply someone another country,1,0
1206,never knew going difficult task contact uber 's customer service issue husband fact customer service per se critical safety response line n't much help problem happened husband left uber wallet document id card credit card picture etc really got stressed lot contacted uber app right away able reach driver must know really ca n't reach driver even though uber app would transfer call driver never picked phone voicemail set could leave message saturday night monday night n't know anything lost wallet least could call back e-mail u found n't find,1,0
1207,finally caved opened account uber order take ride hallandale fort lauderdale airport fly home impression first ride free could find place enter code nevertheless picked dropped charge .. gate thought would go back app learn perhaps discover enter promo code 's saw second charge applied make long story short number back forth email uber seems driver yuniel could speak word english claimed dog urinated seat uber reply fourth email included photo,1,0
1208,live san francisco city using uber two year six month ago first issue two driver report violation score always star uber allowing driver leave negative rating rider reported left negative feedback due unprofessional rude dangerous behavior score dropped yesterday afternoon correctly honestly paid two seat spouse driver arrived car one seat available asked cancel ride denied request multiple time stared u creepy way heard going contact uber immediately left u sidewalk bag kept making u pay ride n't benefitting,1,0
1209,uber charged card ride take place notified bank uber charge weekend never left home attempting contact uber phone submit fraudulent statement via website proved impossible last uber contact number would recognize phone number website would permit required screen shot fraudulent bank transaction ultimately resorted closing card reasoning happened certainly happen shame uber,1,0
1210,first almost impossible try find way send technical question got someone totally misunderstood issue assigned `` resolved `` tag n't discontinued contact never issue resolved wont respond company way difficult deal giving gon na stick yellow taxi,1,0
1211,ordered uber get interview tempe live gilbert uber drive interview ... david ride charged normal amount way back charged extra `` accident `` car accident interview would love know make accident make money ridiculous one worst company 's use use use lyft way trustworthy cheat take money,1,0
1212,recently seattle fun trip used uber several time without problem sudden charged nowhere never respond thank god bank denied fee asked ride cancelled yet said location requested charged cancelled ride trying contact customer service joke say least used lyft yet checking uber big rip careful,1,0
1213,driver rude refuse come pickup location driver name kamaljeet pb a. excuse getting charged parking lot well asked come pick location straight away say another person que baldev car number,1,0
1214,attempting schedule ride uber using app failed time app could verify card security code back three credit card entered app returning home shopping frozen good relying uber get home several failed attempt noticed uber shifted surge pricing still higher surge pricing finally able schedule ride however believe drove rate requested many ride app took hold asked uber investigate concern heard back original message deleted,1,0
1215,'m uber driver took couple rider happens husband wife picked rider woman wife badly intoxicated sitting sidewalk first time n't know happen next picked la 're headed torrance time nearly got destination wife threw car husband helped catch puke onto shirt since 's liquid throw soaked back leather seat could n't anything completed trip home got car,1,0
1216,worst company ever involved ... ... .i driven month ... ..had great review customer ... ..i even eventually took part xchange leasing program ... getting double bump ... well learning really could make enough money paying bill divest time get another job ... .well ended going country week potential employment trip ... .so fell behind leasing payment ... immedieately tried communicate situation see could work something ... well talke anyone phone last week ... see difficutl would communicate situation ... .after finally getting someone talk phone ... basically told could anything needed talk xchange leasing ... month talking `` warranty company found xchange leasing disguise ... ran bunch people capable discussion leasing issue ... continually pushing discussion warranty discussion ... .that lead cant people tell xchange leasing ... something really weird ... .so long story short week first discussion actual discussion human uber come take car day one open honest talk xchange leasing ... ... .what insult never invest time company could care le driver real people bringing money ... oh get lot fake pretend recording call phone wait hour talking ... ... ..i never felt insulted ... .after giving time excuse company ... get mad thinking ... .and keep pretending care sure ... ... ... ... ... ... ... bad company,1,0
1217,data impressive idea plain heartless taxi drive mph translates per hour driver mention giving work mostly hampton ny raise rate per hour people problem paying ant hampton rate base rate basically app suck agree previous review said make penny consider drive min pickup min fare collect .. btw idea going min way stay n. fork li garbage fare /hr drive s. fork nothing nobody tip people sure 's app could find fare phone sure work `` surge `` .x wow make hour get red light ticket/pulled n't know mention never work surge hour disappears approach know coming therefore make money turn app ... .no n't make money work hour surge btw ubers around time watching ant consumer app drive nut lyft show location another form torture confirms good spot taken lyfts uber fleet long haul nyc `` bro price `` includes gas lunch hour make make picked hampton complained fare uber said kosher sure dropped laguardia midtown rush hour worry sat night earned hampton minus gas hour know hampton driven taxi since part time good driver get driving mile every night drive mile 's mile add uber get financial jam use mongo night concerts/labor day suck problem suck driver evidenced fare 's got ... oh yeah premium/select driver premium fare profit base x fare make ... per hour pay mercedes grind dust xl fare far unlike gas station yukon car charger mpg+ money last fare said give ... wait table get puker car s.hampton care put kid ... ... .delete app,1,0
1218,uber disrespectful company let driver cuss treat like nothing threw thing 's car charged customer uber n't care 's driving car 's playing ride someone else using account information taking trip found cancel debit card uber got mad cancel account want money back uber n't care anyone let one woman passenger get rape one uber driver let friend use car rape uber tryed hide rape saying fault 'm glad uber cancel account n't worry cuss thing threw car worrying rape thank much uber,1,0
1219,pay lowest wage /hr plus using car customer service sh**.what expect customer service people company ceo sh**.reffering ceo video went viral youtube,1,0
1220,uber passenger multiple time problem problem one help ask phone number say phone support email charged double stated uber account going different destination went emailed multiple time reply saying `` resolved `` price n't think one really read complaint kept emailing last email said `` sorry ride day closed `` emailed several time response uber right ... always wo n't listen customer support stink dollar trip stated app .. final,1,0
